2023-01-28 | 0:50:39 | 3039.5 | 3039.5
2023-01-29 | 3:56:12 | 14172.0 | 14143.485955999993
2023-01-30 | 2:16:45 | 8205.0 | 7952.037818000003
2023-01-31 | 1:38:33 | 5913.0 | 5924.068058000003
2023-02-01 | 1:08:49 | 4129.0 | 4122.372648000002
2023-02-02 | 2:59:07 | 10747.0 | 11479.762208999995
2023-02-03 | 3:16:12 | 11772.0 | 11781.060752000003
2023-02-04 | 2:33:51 | 9231.0 | 9238.568368000002
2023-02-05 | 3:49:28 | 13768.0 | 13811.997192999997
2023-02-06 | 2:05:53 | 7553.0 | 7707.119236999998
2023-02-07 | 3:31:47 | 12707.0 | 12914.245098999998
2023-02-08 | 3:17:48 | 11868.0 | 11889.412137999998
2023-02-09 | 5:37:13 | 20233.0 | 20252.692921
2023-02-10 | 2:40:22 | 9622.0 | 9632.147440000002
2023-02-11 | 3:49:02 | 13742.0 | 13757.943123000001
2023-02-12 | 6:30:04 | 23404.0 | 23440.032745
2023-02-13 | 0:52:34 | 3154 | 3156.5065039999995
2023-02-14 | 0:00:04 | 4 | 4.001269
2023-02-15 | 0:00:05 | 5 | 5.001804
2023-02-16 | 2:29:17 | 8957.0 | 8962.478911999997
2023-02-17 | 1:58:18 | 7098.0 | 7115.259542000001
2023-02-18 | 4:10:09 | 15009.0 | 21240.554974999995
2023-02-19 | 4:15:33 | 15333.0 | 17465.894299
2023-02-20 | 2:59:18 | 10758.0 | 10834.534290999998
2023-02-21 | 1:00:20 | 3620.0 | 3621.942665000001
2023-02-22 | 3:03:03 | 10983.0 | 15415.835434999997
2023-02-23 | 3:07:45 | 11265.0 | 30243.670913999995
2023-02-24 | 3:35:15 | 12915.0 | 32747.513807999992
